path,classification,needed_by_stage3b,read_allowed,write_allowed,action
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_09/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_09/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_10/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_10/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_10/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_10/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_10/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_11/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_11/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_11/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_11/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_11/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_12/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_12/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_12/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_12/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_12/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_13/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_13/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_13/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_13/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_13/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_14/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_14/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_14/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_14/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_14/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_15/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_15/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_15/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_15/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_15/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_16/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_16/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_16/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_16/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_16/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_17/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_17/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_17/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_17/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_17/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_18/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_18/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_18/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_18/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_18/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_19/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_19/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_19/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_19/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_19/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_20/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_20/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_20/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_20/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_20/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_21/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_21/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_21/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_21/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_21/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_22/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_22/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_22/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_22/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_22/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_23/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_23/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_23/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_23/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_23/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_24/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_24/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_24/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_24/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_24/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_25/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_25/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_25/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_25/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_25/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_26/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_26/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_26/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_26/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_26/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_27/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_27/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_27/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_27/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_27/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_28/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_28/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_28/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_28/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_28/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_29/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_29/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_29/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_29/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_29/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/raw_runs.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/robustness_manifest.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_00/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_00/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_00/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_00/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_00/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_01/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_01/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_01/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_01/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/archive/robustness_preformal_smoke_20260702T1144Z/seed_01/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/raw_runs.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/robustness_manifest.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_00/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_00/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_00/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_00/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_00/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_01/pareto_front.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_01/run_metadata.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_01/run_metrics.json,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_01/selected_partition.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/03_stage2_nsga/robustness_smoke/seed_01/selected_solution.csv,Group A,yes,yes,no,retain; no Stage 3B boundary change required
results/daytrader/04_stage3_semantic/diagnostics/graph_structure.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/diagnostics/novelty_alignment.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/diagnostics/random_baseline_metrics.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/diagnostics/random_baseline_summary.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/diagnostics/representation_ties.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/diagnostics/top_weight_edges.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/embeddings/class_ids.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/embeddings/embedding_hashes.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/embeddings/embedding_metadata.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/embeddings/nearest_neighbors.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_01/objective_redundancy.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_01/pareto_front_4d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_01/partition_labels.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_01/projected_front_3d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_01/projected_hypervolume.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_01/run_metadata.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_01/selected_partition.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_01/selected_solution.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_02/objective_redundancy.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_02/pareto_front_4d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_02/partition_labels.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_02/projected_front_3d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_02/projected_hypervolume.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_02/run_metadata.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_02/selected_partition.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_02/selected_solution.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_03/objective_redundancy.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_03/pareto_front_4d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_03/partition_labels.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_03/projected_front_3d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_03/projected_hypervolume.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_03/run_metadata.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_03/selected_partition.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_03/selected_solution.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_04/objective_redundancy.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_04/pareto_front_4d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_04/partition_labels.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_04/projected_front_3d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_04/projected_hypervolume.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_04/run_metadata.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_04/selected_partition.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_04/selected_solution.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_05/objective_redundancy.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_05/pareto_front_4d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_05/partition_labels.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_05/projected_front_3d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_05/projected_hypervolume.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_05/run_metadata.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_05/selected_partition.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_05/selected_solution.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_06/objective_redundancy.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_06/pareto_front_4d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_06/partition_labels.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_06/projected_front_3d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_06/projected_hypervolume.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_06/run_metadata.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_06/selected_partition.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_06/selected_solution.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_07/objective_redundancy.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_07/pareto_front_4d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_07/partition_labels.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_07/projected_front_3d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_07/projected_hypervolume.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_07/run_metadata.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_07/selected_partition.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_07/selected_solution.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_08/objective_redundancy.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_08/pareto_front_4d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_08/partition_labels.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_08/projected_front_3d.csv,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
results/daytrader/04_stage3_semantic/formal/seed_08/projected_hypervolume.json,Group B,evaluation-only,evaluation-only,no,retain frozen Stage 3A evidence
