path,line,matched_text,classification,stage3b_risk,required_action
reports/stage3/seed_validation/daytrader/seed_10.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_10.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_10.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_10.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_10.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_11.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_11.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_11.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_11.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_11.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_11.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_12.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_12.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_12.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_12.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_12.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_12.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_13.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_13.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_13.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_13.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_13.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_13.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_14.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_14.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_14.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_14.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_14.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_14.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_15.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_15.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_15.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_15.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_15.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_15.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_16.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_16.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_16.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_16.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_16.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_16.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_17.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_17.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_17.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_17.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_17.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_17.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_18.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_18.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_18.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_18.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_18.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_18.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_19.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_19.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_19.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_19.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_19.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_19.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_20.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_20.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_20.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_20.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_20.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_20.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_21.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_21.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_21.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_21.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_21.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_21.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_22.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_22.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_22.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_22.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_22.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_22.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_23.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_23.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_23.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_23.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_23.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_23.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_24.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_24.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_24.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_24.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_24.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_24.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_25.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_25.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_25.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_25.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_25.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_25.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_26.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_26.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_26.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_26.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_26.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_26.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_27.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_27.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_27.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_27.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_27.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_27.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_28.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_28.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_28.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_28.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_28.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_28.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_29.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_29.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_29.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_29.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_29.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/daytrader/seed_29.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_00.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_00.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_00.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_00.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_00.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_00.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_01.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_01.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_01.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_01.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_01.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_01.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_02.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_02.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_02.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_02.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_02.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_02.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_03.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_03.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_03.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_03.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_03.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_03.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_04.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_04.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_04.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_04.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_04.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_04.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_05.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_05.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_05.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_05.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_05.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_05.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_06.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_06.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_06.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_06.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_06.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_06.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_07.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_07.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_07.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_07.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_07.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_07.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_08.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_08.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_08.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_08.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_08.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_08.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_09.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_09.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_09.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_09.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_09.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_09.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_10.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_10.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_10.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_10.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_10.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_10.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_11.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_11.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_11.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_11.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_11.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_11.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_12.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_12.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/jpetstore/seed_12.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
